id	warning	biosample_id	biosample_accession	biosample_secondary_accession	bioproject_accession	organism	strain	organization	collection_date	geographic_location	latitude	longitude	latitude_and_longitude	host	biovar	description	publication_date	modification_date
361		3782999	SAMN03782999		PRJNA208250	Yersinia pestis 1412	1412	Los Alamos National Laboratory, BioScience	1979	Georgia: Dalidag				Flea	Pestoides	Sample from Yersinia pestis 1412	2015/06/19	2015/06/19
362		3783057	SAMN03783057		PRJNA208252	Yersinia pestis 1522	1522	Los Alamos National Laboratory, BioScience	1975	Armenia				Common vole	Pestoides	Sample from Yersinia pestis 1522	2015/06/19	2015/06/19
363		3783058	SAMN03783058		PRJNA208251	Yersinia pestis 1413	1413	Los Alamos National Laboratory, BioScience	1979	Georgia: Ninotsminda				Flea	Pestoides	Sample from Yersinia pestis 1413	2015/06/19	2015/06/19
364		3816156	SAMN03816156		PRJNA288599	Yersinia pestis	EV76D	Los Alamos National Laboratory	Unknown	Unknown					O	Microbe sample from Yersinia pestis E76D YPW_3	2015/07/29	2015/07/29
366		3839870	SAMN03839870		PRJNA269675	Yersinia pestis subsp. microtus bv. Ulegeica	SCPM-O-B-6706	SRCAMB	1986	Gurvan Saikhan, Mongolia						Microbe sample from Yersinia pestis subsp. microtus bv. Ulegeica	2015/07/06	2017/10/26
367		3839871	SAMN03839871		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6904	SRCAMB	1984	Dagestan					Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2015/07/06	2017/10/26
368		3839877	SAMN03839877		PRJNA269675	Yersinia pestis subsp. microtus bv. Xilingolensis	SCPM-O-B-6216	SRCAMB	1984	Zag Baidrag, Mongolia						Microbe sample from Yersinia pestis subsp. microtus bv. Xilingolensis	2015/07/07	2017/10/26
369		3839878	SAMN03839878		PRJNA269675	Yersinia pestis subsp. microtus bv. Hissarica	SCPM-O-B-6304	SRCAMB	1979	Tajikistan/Uzbekistan					Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Hissarica	2015/07/07	2017/10/26
370		3839879	SAMN03839879		PRJNA269675	Yersinia pestis subsp. microtus bv. Talassica	SCPM-O-B-7074	SRCAMB	1980	Kyrgyzstan					Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Talassica	2015/07/07	2017/10/26
371		3839880	SAMN03839880		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6990	SRCAMB	1971	Leninakan, Armenia					Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2015/07/07	2017/10/26
372		3839881	SAMN03839881		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-B-7812	SRCAMB	2002	Russia, Altai Mountains					Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2015/07/07	2017/10/26
373		3861481	SAMN03861481		PRJNA269675	Yersinia pestis subsp. microtus bv. Talassica	SCPM-O-B-7019	SRCAMB	1980	Kyrgyzstan					Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Talassica	2015/07/15	2017/10/26
374		3861482	SAMN03861482		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6974	SRCAMB	1967	Armenia/Azerbaijan					Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2015/07/15	2017/10/26
375		3861483	SAMN03861483		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6757	SRCAMB	1968	Armenia/Azerbaijan					Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2015/07/15	2017/10/26
376		3861484	SAMN03861484		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6984	SRCAMB	1969	Armenia/Azerbaijan					Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2015/07/15	2017/10/26
377		3861486	SAMN03861486		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-B-7075	SRCAMB	1961	Russia, Altai Mountains					Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2015/07/15	2017/10/26
378		3861500	SAMN03861500		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-7832	SRCAMB	1978	Armenia/Azerbaijan					Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2015/07/15	2017/10/26
379		3861503	SAMN03861503		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6300	SRCAMB	1971	Azerbaijan					Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2015/07/15	2017/10/26
380		3861510	SAMN03861510		PRJNA269675	Yersinia pestis subsp. microtus bv. Ulegeica	SCPM-O-B-6213	SRCAMB	1972	Sailugem, Mongolia					Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Ulegeica	2015/07/15	2017/10/26
381		3861512	SAMN03861512		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6536	SRCAMB	1976	Armenia/Georgia					Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2015/07/15	2017/10/26
382		3861513	SAMN03861513		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6540	SRCAMB	1989	Armenia/Azerbaijan					Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2015/07/15	2017/10/26
383		3893400	SAMN03893400		PRJNA269675	Yersinia pestis subsp. microtus bv. Ulegeica	SCPM-O-B-6906	SRCAMB	1974	Bukhen Ulsk, Mongolia						Microbe sample from Yersinia pestis subsp. microtus bv. Ulegeica	2015/07/27	2017/10/26
384		3941711	SAMN03941711		PRJNA208249	Yersinia pestis 2944	2944	Los Alamos National Laboratory, BioScience	1975	Kabardino-Balkaria, Russia				Gopher	Medievalis	Sample from Yersinia pestis 2944	2015/07/29	2015/07/29
385		3943538	SAMN03943538		PRJNA208247	Yersinia pestis 1670	1670	Los Alamos National Laboratory, BioScience	1979	Georgia: Ninotsminda				Flea	Pestoides	Sample from Yersinia pestis 1670	2015/07/29	2015/07/29
386		3943539	SAMN03943539		PRJNA208259	Yersinia pestis 14735	14735	Los Alamos National Laboratory, BioScience	1975	Armenia				Common vole	Pestoides	Sample from Yersinia pestis 14735	2015/07/29	2015/07/29
387		3943569	SAMN03943569		PRJNA208258	Yersinia pestis 8787	8787	Los Alamos National Laboratory, BioScience	1992	Ninotsminda, Georgia				Common vole	Pestoides	Sample from Yersinia pestis 8787	2015/07/29	2015/07/29
388		3943654	SAMN03943654		PRJNA208257	Yersinia pestis 3770	3770	Los Alamos National Laboratory, BioScience	1983	Ninotsminda, Georgia				Flea	Pestoides	Sample from Yersinia pestis 3770	2015/07/29	2015/07/29
389		3943655	SAMN03943655		PRJNA208254	Yersinia pestis 3067	3067	Los Alamos National Laboratory, BioScience	1982	Akhalkalaki, Georgia				Flea	Pestoides	Sample from Yersinia pestis 3067	2015/07/29	2015/07/29
390		3943674	SAMN03943674		PRJNA208260	Yersinia pestis 1045	1045	Los Alamos National Laboratory, BioScience	1976	Azerbaijan				Gerbil	Medievalis	Sample from Yersinia pestis 1045	2015/07/29	2015/07/29
419		4012733	SAMN04012733		PRJNA293978	Yersinia pestis	Yp1945	Pacific Northwest National Laboratory	2009	USA: Texas			Unknown			Pathogen: environmental/food/other sample from Yersinia pestis	2016/01/13	2016/01/13
420		4012736	SAMN04012736		PRJNA293979	Yersinia pestis	Yp2126	Pacific Northwest National Laboratory	2011	USA: Arizona			Unknown			Pathogen: environmental/food/other sample from Yersinia pestis	2016/01/13	2016/01/13
422		4329024	SAMN04329024		PRJNA305573	Yersinia pestis	M-1864	Russian Research Anti-Plague Institute 'Microbe'	2009	Russia: Kalmykia, Lagansky District			45.217463 N 47.06267700000001 E	Meriones meridianus		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/10	2015/12/10
423		4331740	SAMN04331740		PRJNA305705	Yersinia pestis	KM918	Russian Research Anti-Plague Institute 'Microbe'	1989	Russia: Kabardino-Balkaria, Gizhgit Natural Boundary			43.47001 N 42.992790000000014 E	Ctenophthalmus orientalis		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/11	2016/02/11
424		4336076	SAMN04336076		PRJNA305970	Yersinia pestis	C741	Russian Research Anti-Plague Institute 'Microbe'	1999	Russia: Dagestan, Kulinsky district			41.942454 N 47.309124 E	Megabothris turbidus		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/15	2015/12/18
425		4337145	SAMN04337145		PRJNA305990	Yersinia pestis	A-1815	Russian Research Anti-Plague Institute 'Microbe'	1980	Kyrgyzstan: Talas district			42.469232 N 72.24286600000005 E	Callopsylla caspia		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/15	2015/12/18
426		4357319	SAMN04357319		PRJNA306613	Yersinia pestis	I1996	"Russian Research Anti-Plague institute ""Microbe"""	1980	Russia: Zabaicalskiy krai			50.609718 N 115.708895 E			Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/21	2015/12/21
427		4364301	SAMN04364301		PRJNA306803	Yersinia pestis	1116-D	"Russian Research Anti-Plague institute ""Microbe"""	1971	Russia: Republic Ingushetia, Malgobek district			43.405649 N 44.68555500000002 E	Spermophilus pygmaeus		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/23	2015/12/23
428		4364306	SAMN04364306		PRJNA306809	Yersinia pestis	M-978	"Russian Research Anti-Plague institute ""Microbe"""	1990	Russia: Republic of Kalmykia, Ketchenerovsky District			47.10023 N 45.707251999999926 E	Spermophilus pygmaeus		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/23	2015/12/23
429		4364500	SAMN04364500		PRJNA306824	Yersinia pestis	KM-816	"Russian Research Anti-Plague institute ""Microbe"""	1990	Turkmenistan: Balkany			41.000137 N 55.666886999999974 E	Rhombomys opimus		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/23	2015/12/23
430		4376023	SAMN04376023		PRJNA307141	Yersinia pestis	C-791	"Russian Research Anti-Plague institute ""Microbe"""	2003	Russia: The Republic of Dagestan, Babaiurtovskii District			missing	Citellus pygmaeus		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/29	2015/12/30
431		4376037	SAMN04376037		PRJNA307152	Yersinia pestis	M-1484	"Russian Research Anti-Plague institute ""Microbe"""	1992	Russia			missing	Citellus pygmaeus		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/29	2015/12/30
432		4376042	SAMN04376042		PRJNA307156	Yersinia pestis	M-1763	"Russian Research Anti-Plague institute ""Microbe"""	2002	Russia: Astrakhan region, Krasnoyarsk District			missing	Nosopsyllus laeviceps		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/29	2015/12/30
433		4376048	SAMN04376048		PRJNA307162	Yersinia pestis	M-519	"Russian Research Anti-Plague institute ""Microbe"""	1967	Turkmenistan: Kizyl-Atrek Region			missing	Rhombomys opimus		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/29	2015/12/30
434		4376917	SAMN04376917		PRJNA307216	Yersinia pestis	M-549	"Russian Research Anti-Plague institute ""Microbe"""	1977	Turkmenistan: Krasnovodsk Region			41.679476 N 54.966508999999974 E	Rhombomys opimus		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/30	2015/12/30
435		4376919	SAMN04376919		PRJNA307218	Yersinia pestis	173	"Russian Research Anti-Plague institute ""Microbe"""	1978	missing			missing	Rhombomys opimus		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/30	2015/12/30
436		4376922	SAMN04376922		PRJNA307223	Yersinia pestis	M-1453	"Russian Research Anti-Plague institute ""Microbe"""	1991	Kazakhstan: Guryev region, Makhambet district			47.636863 N 51.70316200000002 E	Rhombomys opimus		Pathogen: environmental/food/other sample from Yersinia pestis	2015/12/30	2015/12/30
449		4992968	SAMN04992968		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-7111	SRCAMB	1997	Dagestan				missing	Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2016/05/12	2017/10/26
450		4992974	SAMN04992974		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6994	SRCAMB	1998	Dagestan					Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2016/05/12	2017/10/26
451	POSSIBLE SECONDARY ACCESSION IN ASSEMBLY	4992976	SAMN04992976		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-B-7469	SRCAMB	1990	Russia, Altai Mountains					Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2016/05/12	2017/10/26
452	POSSIBLE SECONDARY ACCESSION IN ASSEMBLY	4992982	SAMN04992982		PRJNA269675	Yersinia pestis subsp. microtus bv. Hissarica	SCPM-O-B-4470	SRCAMB	1970	Tajikistan/Uzbekistan					Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Hissarica	2016/05/12	2017/10/26
453		4993042	SAMN04993042		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-7042	SRCAMB	1996	Dagestan					Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2016/05/12	2017/10/26
454		5017696	SAMN05017696		PRJNA322135	Yersinia pestis	A-1809	Russian Research Anti-Plague Institute 'Microbe'	1980	Kyrgyzstan: Range of Tien Shan Mountain System, Karagaily Area			Missing	Pectinoctenus nemorosus		Pathogen: environmental/food/other sample from Yersinia pestis	2016/09/01	2016/09/01
455		5149969	SAMN05149969		PRJNA322239	Yersinia pestis	A-1249	Russian Research Anti-Plague Institute 'Microbe'	1970	Tajikistan: Sogdiyskaya Region			Missing	Neodon juldaschi carruthersi		Pathogen: environmental/food/other sample from Yersinia pestis	2016/09/01	2016/09/01
456		5149973	SAMN05149973		PRJNA322242	Yersinia pestis	A-1486	Russian Research Anti-Plague Institute 'Microbe'	1966	Kyrgyzstan: Oshskaya Region, Alayskiy District			Missing	Marmota caudata		Pathogen: environmental/food/other sample from Yersinia pestis	2016/09/01	2016/09/01
457		5150065	SAMN05150065		PRJNA322252	Yersinia pestis	A-1691	Russian Research Anti-Plague Institute 'Microbe'	1971	Kyrgyzstan			Missing			Pathogen: environmental/food/other sample from Yersinia pestis	2016/09/01	2016/09/01
458		5162891	SAMN05162891		PRJNA322440	Yersinia pestis	A-1836	Russian Research Anti-Plague Institute 'Microbe'	1983	Kyrgyzstan: Issyk-Kul'skaya region			Missing	Marmota baibacina		Pathogen: environmental/food/other sample from Yersinia pestis	2016/09/01	2016/09/01
459		5282282	SAMN05282282		PRJNA326509	Yersinia pestis	Cadman	USAMRIID	1965	Gallup, New Mexico, USA			missing	Human		Pathogen: clinical or host-associated sample from Yersinia pestis YERS112	2016/07/25	2016/07/25
460		5521420	SAMN05521420		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-7037	SRCAMB	1978	Dagestan				missing	Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2016/08/08	2017/10/26
461		5521421	SAMN05521421		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6176	SRCAMB	1984	Dagestan				missing	Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2016/08/08	2017/10/26
462		5521422	SAMN05521422		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-7040	SRCAMB	1988	Dagestan				missing	Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2016/08/08	2017/10/26
463		5521423	SAMN05521423		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6992	SRCAMB	1995	Dagestan				missing	Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2016/08/08	2017/10/26
464		5521424	SAMN05521424		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6983	SRCAMB	1969	Armenia/Azerbaijan/Georgia				missing	Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2016/08/08	2017/10/26
465		5521425	SAMN05521425		PRJNA269675	Yersinia pestis subsp. microtus bv. Talassica	SCPM-O-B-4664	SRCAMB	1980	Kyrgyzstan				missing	Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Talassica	2016/08/08	2017/10/26
466		5521426	SAMN05521426		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-DNA-01	SRCAMB	2001	Russia, Altai Mountains				missing	Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2016/08/08	2017/10/26
467		5521427	SAMN05521427		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-DNA-02	SRCAMB	2001	Russia, Altai Mountains				missing	Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2016/08/08	2017/10/26
468		5521428	SAMN05521428		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-DNA-03	SRCAMB	2001	Russia, Altai Mountains				missing	Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2016/08/08	2017/10/26
469		5521429	SAMN05521429		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-DNA-04	SRCAMB	2001	Russia, Altai Mountains				missing	Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2016/08/08	2017/10/26
470		5521430	SAMN05521430		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-DNA-05	SRCAMB	2007	Russia, Altai Mountains				missing	Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2016/08/08	2017/10/26
471		5521431	SAMN05521431		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-DNA-06	SRCAMB	2007	Russia, Altai Mountains				missing	Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2016/08/08	2017/10/26
472		5521432	SAMN05521432		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-DNA-07	SRCAMB	2007	Russia, Altai Mountains				missing	Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2016/08/08	2017/10/26
473		5521433	SAMN05521433		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-DNA-08	SRCAMB	2007	Russia, Altai Mountains				missing	Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2016/08/08	2017/10/26
474		5521434	SAMN05521434		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-DNA-09	SRCAMB	2007	Russia, Altai Mountains				missing	Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2016/08/08	2017/10/26
475		5521435	SAMN05521435		PRJNA269675	Yersinia pestis subsp. microtus bv. Altaica	SCPM-O-DNA-10	SRCAMB	1977	Russia, Altai Mountains				missing	Medievalis	Microbe sample from Yersinia pestis subsp. microtus bv. Altaica	2016/08/08	2017/10/26
476		5521436	SAMN05521436		PRJNA269675	Yersinia pestis subsp. microtus bv. Xilingolensis	SCPM-O-DNA-11	SRCAMB	1984	Inner Mongolia				missing		Microbe sample from Yersinia pestis subsp. microtus bv. Xilingolensis	2016/08/08	2017/10/26
477		5521437	SAMN05521437		PRJNA269675	Yersinia pestis subsp. microtus bv. Xilingolensis	SCPM-O-DNA-12	SRCAMB	1982	Inner Mongolia				missing		Microbe sample from Yersinia pestis subsp. microtus bv. Xilingolensis	2016/08/08	2017/10/26
478		5521438	SAMN05521438		PRJNA269675	Yersinia pestis subsp. microtus	SCPM-O-DNA-13	SRCAMB	1971	Estimated (Mongolia)				missing		Microbe sample from Yersinia pestis subsp. microtus	2016/08/08	2017/10/26
479		5521439	SAMN05521439		PRJNA269675	Yersinia pestis subsp. microtus	SCPM-O-DNA-14	SRCAMB	1983	Estimated (Mongolia)				missing		Microbe sample from Yersinia pestis subsp. microtus	2016/08/08	2017/10/26
504		5731677	SAMN05731677		PRJNA341721	Yersinia pestis	Yp3009	Northern Arizona University	2007	Madagascar			18.46 S 46.52 E	Siphonaptera		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
505		5731678	SAMN05731678		PRJNA341721	Yersinia pestis	Yp2979	Northern Arizona University	2006	Madagascar			18.46 S 46.52 E	Rattus rattus		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
506		5731679	SAMN05731679		PRJNA341721	Yersinia pestis	Yp3026	Northern Arizona University	2008	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
507		5731680	SAMN05731680		PRJNA341721	Yersinia pestis	Yp3016	Northern Arizona University	2007	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
508		5731681	SAMN05731681		PRJNA341721	Yersinia pestis	Yp3042	Northern Arizona University	2009	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
509		5731682	SAMN05731682		PRJNA341721	Yersinia pestis	Yp3078	Northern Arizona University	2011	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
510		5731683	SAMN05731683		PRJNA341721	Yersinia pestis	Yp2963	Northern Arizona University	2006	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
511		5731684	SAMN05731684		PRJNA341721	Yersinia pestis	Yp3043	Northern Arizona University	2009	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
512		5731685	SAMN05731685		PRJNA341721	Yersinia pestis	Yp3019	Northern Arizona University	2008	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
513		5731686	SAMN05731686		PRJNA341721	Yersinia pestis	Yp3017	Northern Arizona University	2007	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
514		5731687	SAMN05731687		PRJNA341721	Yersinia pestis	Yp2856	Northern Arizona University	2003	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
515		5731688	SAMN05731688		PRJNA341721	Yersinia pestis	Yp2905	Northern Arizona University	2004	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
516		5731689	SAMN05731689		PRJNA341721	Yersinia pestis	Yp3010	Northern Arizona University	2007	Madagascar			18.46 S 46.52 E	Siphonaptera		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
517		5731690	SAMN05731690		PRJNA341721	Yersinia pestis	Yp3069	Northern Arizona University	2011	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
518		5731691	SAMN05731691		PRJNA341721	Yersinia pestis	Yp3048	Northern Arizona University	2009	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
519		5731692	SAMN05731692		PRJNA341721	Yersinia pestis	Yp2871	Northern Arizona University	2004	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
520		5731693	SAMN05731693		PRJNA341721	Yersinia pestis	Yp2983	Northern Arizona University	2007	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
521		5731694	SAMN05731694		PRJNA341721	Yersinia pestis	Yp3041	Northern Arizona University	2009	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
522		5731695	SAMN05731695		PRJNA341721	Yersinia pestis	Yp2988	Northern Arizona University	2007	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
523		5731696	SAMN05731696		PRJNA341721	Yersinia pestis	Yp2947	Northern Arizona University	2006	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
524		5731697	SAMN05731697		PRJNA341721	Yersinia pestis	Yp3014	Northern Arizona University	2007	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
525		5731698	SAMN05731698		PRJNA341721	Yersinia pestis	Yp3034	Northern Arizona University	2008	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
526		5731699	SAMN05731699		PRJNA341721	Yersinia pestis	Yp3079	Northern Arizona University	2012	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
527		5731700	SAMN05731700		PRJNA341721	Yersinia pestis	Yp2872	Northern Arizona University	2004	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
528		5731701	SAMN05731701		PRJNA341721	Yersinia pestis	Yp2991	Northern Arizona University	2007	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
529		5731702	SAMN05731702		PRJNA341721	Yersinia pestis	Yp3050	Northern Arizona University	2010	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
530		5731703	SAMN05731703		PRJNA341721	Yersinia pestis	Yp3059	Northern Arizona University	2011	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
531		5731704	SAMN05731704		PRJNA341721	Yersinia pestis	Yp3083	Northern Arizona University	2012	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
532		5731705	SAMN05731705		PRJNA341721	Yersinia pestis	Yp3023	Northern Arizona University	2008	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
533		5731706	SAMN05731706		PRJNA341721	Yersinia pestis	Yp3044	Northern Arizona University	2009	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
534		5731707	SAMN05731707		PRJNA341721	Yersinia pestis	Yp3045	Northern Arizona University	2009	Madagascar			18.46 S 46.52 E	Homo sapiens		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/08/29	2017/08/29
535		6161235	SAMN06161235		PRJNA357858	Yersinia pestis	195/P	NHGRI/NIH	<1950	Bombay, India				Human		Microbe sample from Yersinia pestis	2016/12/16	2016/12/16
549		7722810	SAMN07722810		PRJNA412669	Yersinia pestis	UC91309	Northern Arizona University	2009	Atlanta, Georgia, USA			unknown	Human		Pathogen: clinical or host-associated sample from Yersinia pestis	2017/10/12	2017/10/12
550	POSSIBLE SECONDARY ACCESSION IN ASSEMBLY	8625964	SAMN08625964		PRJNA269675	Yersinia pestis	SCPM-O-B-6301	SRCAMB	1972	Sailugem, Mongolia				missing		Microbe sample from Yersinia pestis	2018/03/01	2018/03/01
