id	BioSample_id	Accession	BioProject	SRAAccession	BioSampleTitle	SampleName	SampleType	Package	Infraspecies	Organism	OrganismAlt	SubSpecies	Strain	TaxonomyID	Biovar	CollectionDate	GeographicLocation	Host	HostDisease	IsolateNameAlias	IsolationSource	Lat	LatLon	Lon	Date	ModificationDate	PublicationDate	Organization
578	2442711	SAMN02442711	None	SRS514429	Generic sample from Yersinia pestis	LP36	None	Generic.1.0	strain: Justinian; label: LP36	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
579	2442710	SAMN02442710	None	SRS514427	Generic sample from Yersinia pestis	LP35	None	Generic.1.0	strain: Justinian; label: LP35	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
580	2442709	SAMN02442709	None	SRS514426	Generic sample from Yersinia pestis	LP32	None	Generic.1.0	strain: Justinian; label: LP32	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
581	2442708	SAMN02442708	None	SRS514425	Generic sample from Yersinia pestis	LP31	None	Generic.1.0	strain: Justinian; label: LP31	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
582	2442707	SAMN02442707	None	SRS514424	Generic sample from Yersinia pestis	LP30	None	Generic.1.0	strain: Justinian; label: LP30	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
583	2442706	SAMN02442706	None	SRS514423	Generic sample from Yersinia pestis	LP29	None	Generic.1.0	strain: Justinian; label: LP29	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
584	2442705	SAMN02442705	None	SRS514404	Generic sample from Yersinia pestis	LP17b	None	Generic.1.0	strain: Justinian; label: LP17b	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
585	2442704	SAMN02442704	None	SRS514403	Generic sample from Yersinia pestis	LP17a	None	Generic.1.0	strain: Justinian; label: LP17a	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
586	2442703	SAMN02442703	None	SRS514402	Generic sample from Yersinia pestis	LP16b	None	Generic.1.0	strain: Justinian; label: LP16b	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
587	2442702	SAMN02442702	None	SRS514401	Generic sample from Yersinia pestis	LP16a	None	Generic.1.0	strain: Justinian; label: LP16a	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
588	2442701	SAMN02442701	None	SRS514400	Generic sample from Yersinia pestis	LP15b	None	Generic.1.0	strain: Justinian; label: LP15b	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
589	2442700	SAMN02442700	None	SRS514399	Generic sample from Yersinia pestis	LP15a	None	Generic.1.0	strain: Justinian; label: LP15a	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
590	2442699	SAMN02442699	None	SRS514398	Generic sample from Yersinia pestis	LP14b	None	Generic.1.0	strain: Justinian; label: LP14b	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
591	2442698	SAMN02442698	None	SRS514397	Generic sample from Yersinia pestis	LP14a	None	Generic.1.0	strain: Justinian; label: LP14a	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
592	2442697	SAMN02442697	None	SRS514395	Generic sample from Yersinia pestis	LP12b	None	Generic.1.0	strain: Justinian; label: LP12b	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
593	2442696	SAMN02442696	None	SRS514393	Generic sample from Yersinia pestis	LP12a	None	Generic.1.0	strain: Justinian; label: LP12a	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
594	2442695	SAMN02442695	None	SRS514392	Generic sample from Yersinia pestis	LP07U	None	Generic.1.0	strain: Justinian; label: LP07U	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
595	2442694	SAMN02442694	None	SRS514391	Generic sample from Yersinia pestis	LP07	None	Generic.1.0	strain: Justinian; label: LP07	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
596	2442693	SAMN02442693	None	SRS514389	Generic sample from Yersinia pestis	LP05U	None	Generic.1.0	strain: Justinian; label: LP05U	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
597	2442692	SAMN02442692	None	SRS514388	Generic sample from Yersinia pestis	LP05	None	Generic.1.0	strain: Justinian; label: LP05	None	Yersinia pestis	None	Justinian	632	None	None	None	None	None	None	None	None	None	None	2014/01/29	2014/01/29	2014/01/29	McMaster University
598	1902218	SAMN01902218	None	SRS388210	General Sample for Yersinia pestis str. G1670	G1670	None	Generic.1.0	strain: G1670	None	Yersinia pestis G1670	None	G1670	650055	None	None	None	None	None	None	None	None	None	None	2013/01/27	2013/11/15	2013/01/27	US Army Edgewood Chemical Biological Center
599	1909378	SAMN01909378	None	SRS391123	General Sample for Yersinia pestis G1670A	G1670A	None	Generic.1.0	strain: G1670A	None	Yersinia pestis G1670A	None	G1670A	1291550	None	None	None	None	None	None	None	None	None	None	2013/02/16	2013/09/27	2013/02/16	US Army Edgewood Chemical Biological Center
600	739929	SAMN00739929	None	SRS267443	Yersinia pestis PY-01	YPPY01	None	Generic.1.0	strain: PY-01	None	Yersinia pestis PY-01	None	PY-01	992127	None	None	None	None	None	None	None	None	None	None	2011/10/20	2013/06/13	2011/10/20	Institute for Genome Sciences  University of MD School of Medicine
601	710637	SAMN00710637	None	SRS258342	Yersinia pestis PY-02	YPPY02	None	Generic.1.0	strain: PY-02	None	Yersinia pestis PY-02	None	PY-02	992128	None	None	None	None	None	None	None	None	None	None	2011/08/22	2013/06/12	2011/08/22	Institute for Genome Sciences  University of MD School of Medicine
602	706783	SAMN00706783	None	SRS256247	Yersinia pestis PY-99	YPPY99	None	Generic.1.0	strain: PY-99	None	Yersinia pestis PY-99	None	PY-99	992180	None	None	None	None	None	None	None	None	None	None	2011/08/11	2013/06/12	2011/08/11	Institute for Genome Sciences  University of MD School of Medicine
603	706755	SAMN00706755	None	SRS256219	Yersinia pestis PY-98	YPPY98	None	Generic.1.0	strain: PY-98	None	Yersinia pestis PY-98	None	PY-98	992179	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
604	706754	SAMN00706754	None	SRS256218	Yersinia pestis PY-96	YPPY96	None	Generic.1.0	strain: PY-96	None	Yersinia pestis PY-96	None	PY-96	992178	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
605	706753	SAMN00706753	None	SRS256217	Yersinia pestis PY-95	YPPY95	None	Generic.1.0	strain: PY-95	None	Yersinia pestis PY-95	None	PY-95	992177	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
606	706752	SAMN00706752	None	SRS256216	Yersinia pestis PY-94	YPPY94	None	Generic.1.0	strain: PY-94	None	Yersinia pestis PY-94	None	PY-94	992176	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
607	706751	SAMN00706751	None	SRS256215	Yersinia pestis PY-93	YPPY93	None	Generic.1.0	strain: PY-93	None	Yersinia pestis PY-93	None	PY-93	992175	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
608	704295	SAMN00704295	None	SRS256209	Yersinia pestis PY-92	YPPY92	None	Generic.1.0	strain: PY-92	None	Yersinia pestis PY-92	None	PY-92	992174	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
609	704294	SAMN00704294	None	SRS256208	Yersinia pestis PY-91	YPPY91	None	Generic.1.0	strain: PY-91	None	Yersinia pestis PY-91	None	PY-91	992173	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
610	704293	SAMN00704293	None	SRS256207	Yersinia pestis PY-90	YPPY90	None	Generic.1.0	strain: PY-90	None	Yersinia pestis PY-90	None	PY-90	992172	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
611	704292	SAMN00704292	None	SRS256206	Yersinia pestis PY-89	YPPY89	None	Generic.1.0	strain: PY-89	None	Yersinia pestis PY-89	None	PY-89	992171	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
612	704291	SAMN00704291	None	SRS256205	Yersinia pestis PY-88	YPPY88	None	Generic.1.0	strain: PY-88	None	Yersinia pestis PY-88	None	PY-88	992170	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
613	704290	SAMN00704290	None	SRS256204	Yersinia pestis PY-76	YPPY76	None	Generic.1.0	strain: PY-76	None	Yersinia pestis PY-76	None	PY-76	992169	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
614	704289	SAMN00704289	None	SRS256203	Yersinia pestis PY-72	YPPY72	None	Generic.1.0	strain: PY-72	None	Yersinia pestis PY-72	None	PY-72	992168	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
615	704288	SAMN00704288	None	SRS256202	Yersinia pestis PY-71	YPPY71	None	Generic.1.0	strain: PY-71	None	Yersinia pestis PY-71	None	PY-71	992167	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
616	704287	SAMN00704287	None	SRS256201	Yersinia pestis PY-65	YPPY65	None	Generic.1.0	strain: PY-65	None	Yersinia pestis PY-65	None	PY-65	992165	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
617	704286	SAMN00704286	None	SRS256200	Yersinia pestis PY-60	YPPY60	None	Generic.1.0	strain: PY-60	None	Yersinia pestis PY-60	None	PY-60	992161	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
618	704285	SAMN00704285	None	SRS256199	Yersinia pestis PY-56	YPPY56	None	Generic.1.0	strain: PY-56	None	Yersinia pestis PY-56	None	PY-56	992158	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
619	704284	SAMN00704284	None	SRS256198	Yersinia pestis PY-66	YPPY66	None	Generic.1.0	strain: PY-66	None	Yersinia pestis PY-66	None	PY-66	992166	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
620	704283	SAMN00704283	None	SRS256197	Yersinia pestis PY-64	YPPY64	None	Generic.1.0	strain: PY-64	None	Yersinia pestis PY-64	None	PY-64	992164	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
621	704282	SAMN00704282	None	SRS256196	Yersinia pestis PY-63	YPPY63	None	Generic.1.0	strain: PY-63	None	Yersinia pestis PY-63	None	PY-63	992163	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
622	704281	SAMN00704281	None	SRS256195	Yersinia pestis PY-61	YPPY61	None	Generic.1.0	strain: PY-61	None	Yersinia pestis PY-61	None	PY-61	992162	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
623	704280	SAMN00704280	None	SRS256194	Yersinia pestis PY-59	YPPY59	None	Generic.1.0	strain: PY-59	None	Yersinia pestis PY-59	None	PY-59	992160	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
624	704279	SAMN00704279	None	SRS256193	Yersinia pestis PY-58	YPPY58	None	Generic.1.0	strain: PY-58	None	Yersinia pestis PY-58	None	PY-58	992159	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
625	704278	SAMN00704278	None	SRS256192	Yersinia pestis PY-48	YPPY48	None	Generic.1.0	strain: PY-48	None	Yersinia pestis PY-48	None	PY-48	992153	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
626	704277	SAMN00704277	None	SRS256191	Yersinia pestis PY-46	YPPY46	None	Generic.1.0	strain: PY-46	None	Yersinia pestis PY-46	None	PY-46	992151	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
627	704276	SAMN00704276	None	SRS256190	Yersinia pestis PY-52	YPPY52	None	Generic.1.0	strain: PY-52	None	Yersinia pestis PY-52	None	PY-52	992154	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
628	704275	SAMN00704275	None	SRS256189	Yersinia pestis PY-55	YPPY55	None	Generic.1.0	strain: PY-55	None	Yersinia pestis PY-55	None	PY-55	992157	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
629	704274	SAMN00704274	None	SRS256188	Yersinia pestis PY-53	YPPY53	None	Generic.1.0	strain: PY-53	None	Yersinia pestis PY-53	None	PY-53	992155	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
630	704273	SAMN00704273	None	SRS256187	Yersinia pestis PY-47	YPPY47	None	Generic.1.0	strain: PY-47	None	Yersinia pestis PY-47	None	PY-47	992152	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
631	704272	SAMN00704272	None	SRS256186	Yersinia pestis PY-45	YPPY45	None	Generic.1.0	strain: PY-45	None	Yersinia pestis PY-45	None	PY-45	992150	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
632	704271	SAMN00704271	None	SRS256185	Yersinia pestis PY-54	YPPY54	None	Generic.1.0	strain: PY-54	None	Yersinia pestis PY-54	None	PY-54	992156	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
633	704270	SAMN00704270	None	SRS256184	Yersinia pestis PY-42	YPPY42	None	Generic.1.0	strain: PY-42	None	Yersinia pestis PY-42	None	PY-42	992149	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
634	704269	SAMN00704269	None	SRS256183	Yersinia pestis PY-32	YPPY32	None	Generic.1.0	strain: PY-32	None	Yersinia pestis PY-32	None	PY-32	992146	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
635	704268	SAMN00704268	None	SRS256182	Yersinia pestis PY-36	YPPY36	None	Generic.1.0	strain: PY-36	None	Yersinia pestis PY-36	None	PY-36	992148	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
636	704267	SAMN00704267	None	SRS256181	Yersinia pestis PY-34	YPPY34	None	Generic.1.0	strain: PY-34	None	Yersinia pestis PY-34	None	PY-34	992147	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
637	704266	SAMN00704266	None	SRS256180	Yersinia pestis PY-29	YPPY29	None	Generic.1.0	strain: PY-29	None	Yersinia pestis PY-29	None	PY-29	992145	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
638	704265	SAMN00704265	None	SRS256179	Yersinia pestis PY-25	YPPY25	None	Generic.1.0	strain: PY-25	None	Yersinia pestis PY-25	None	PY-25	992144	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
639	704257	SAMN00704257	None	SRS256171	Yersinia pestis PY-113	YPPY113	None	Generic.1.0	strain: PY-113	None	Yersinia pestis PY-113	None	PY-113	992185	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
640	704256	SAMN00704256	None	SRS256170	Yersinia pestis PY-102	YPPY102	None	Generic.1.0	strain: PY-102	None	Yersinia pestis PY-102	None	PY-102	992183	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
641	704255	SAMN00704255	None	SRS256169	Yersinia pestis PY-103	YPPY103	None	Generic.1.0	strain: PY-103	None	Yersinia pestis PY-103	None	PY-103	992184	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
642	704254	SAMN00704254	None	SRS256168	Yersinia pestis PY-101	YPPY101	None	Generic.1.0	strain: PY-101	None	Yersinia pestis PY-101	None	PY-101	992182	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
643	704253	SAMN00704253	None	SRS256167	Yersinia pestis PY-100	YPPY100	None	Generic.1.0	strain: PY-100	None	Yersinia pestis PY-100	None	PY-100	992181	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
644	704252	SAMN00704252	None	SRS256166	Yersinia pestis PY-19	YPPY19	None	Generic.1.0	strain: PY-19	None	Yersinia pestis PY-19	None	PY-19	992143	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
645	704251	SAMN00704251	None	SRS256165	Yersinia pestis PY-16	YPPY16	None	Generic.1.0	strain: PY-16	None	Yersinia pestis PY-16	None	PY-16	992142	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
646	704250	SAMN00704250	None	SRS256164	Yersinia pestis PY-15	YPPY15	None	Generic.1.0	strain: PY-15	None	Yersinia pestis PY-15	None	PY-15	992141	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
647	704249	SAMN00704249	None	SRS256163	Yersinia pestis PY-14	YPPY14	None	Generic.1.0	strain: PY-14	None	Yersinia pestis PY-14	None	PY-14	992140	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
648	704248	SAMN00704248	None	SRS256162	Yersinia pestis PY-13	YPPY13	None	Generic.1.0	strain: PY-13	None	Yersinia pestis PY-13	None	PY-13	992139	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
649	704247	SAMN00704247	None	SRS256161	Yersinia pestis PY-12	YPPY12	None	Generic.1.0	strain: PY-12	None	Yersinia pestis PY-12	None	PY-12	992138	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
650	704246	SAMN00704246	None	SRS256160	Yersinia pestis PY-11	YPPY11	None	Generic.1.0	strain: PY-11	None	Yersinia pestis PY-11	None	PY-11	992137	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
651	704244	SAMN00704244	None	SRS256158	Yersinia pestis PY-10	YPPY10	None	Generic.1.0	strain: PY-10	None	Yersinia pestis PY-10	None	PY-10	992136	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
652	704243	SAMN00704243	None	SRS256157	Yersinia pestis PY-09	YPPY09	None	Generic.1.0	strain: PY-09	None	Yersinia pestis PY-09	None	PY-09	992135	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
653	704242	SAMN00704242	None	SRS256156	Yersinia pestis PY-08	YPPY08	None	Generic.1.0	strain: PY-08	None	Yersinia pestis PY-08	None	PY-08	992134	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
654	704241	SAMN00704241	None	SRS256155	Yersinia pestis PY-07	YPPY07	None	Generic.1.0	strain: PY-07	None	Yersinia pestis PY-07	None	PY-07	992133	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
655	704240	SAMN00704240	None	SRS256154	Yersinia pestis PY-06	YPPY06	None	Generic.1.0	strain: PY-06	None	Yersinia pestis PY-06	None	PY-06	992132	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
656	704239	SAMN00704239	None	SRS256153	Yersinia pestis PY-05	YPPY05	None	Generic.1.0	strain: PY-05	None	Yersinia pestis PY-05	None	PY-05	992131	None	None	None	None	None	None	None	None	None	None	2011/08/10	2013/06/12	2011/08/10	Institute for Genome Sciences  University of MD School of Medicine
657	704077	SAMN00704077	None	SRS255995	Yersinia pestis PY-04	YPPY04	None	Generic.1.0	strain: PY-04	None	Yersinia pestis PY-04	None	PY-04	992130	None	None	None	None	None	None	None	None	None	None	2011/08/09	2013/06/12	2011/08/09	Institute for Genome Sciences  University of MD School of Medicine
658	704075	SAMN00704075	None	SRS255993	Yersinia pestis PY-03	YPPY03	None	Generic.1.0	strain: PY-03	None	Yersinia pestis PY-03	None	PY-03	992129	None	None	None	None	None	None	None	None	None	None	2011/08/09	2013/06/12	2011/08/09	Institute for Genome Sciences  University of MD School of Medicine
659	115251	SAMN00115251	None	SRS116784	Yersinia pestis strain	E1979001	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
660	115250	SAMN00115250	None	SRS116783	Yersinia pestis strain	YN663	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
661	115249	SAMN00115249	None	SRS116782	Yersinia pestis strain	YN472	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
662	115248	SAMN00115248	None	SRS116781	Yersinia pestis strain	YN2588	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
663	115247	SAMN00115247	None	SRS116780	Yersinia pestis strain	YN2551	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
664	115246	SAMN00115246	None	SRS116779	Yersinia pestis strain	YN2179	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
665	115245	SAMN00115245	None	SRS116778	Yersinia pestis strain	YN1683	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
666	115244	SAMN00115244	None	SRS116777	Yersinia pestis strain	YN1065	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
667	115243	SAMN00115243	None	SRS116776	Yersinia pestis strain	SHAN12	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
668	115242	SAMN00115242	None	SRS116775	Yersinia pestis strain	SHAN11	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
669	115241	SAMN00115241	None	SRS116774	Yersinia pestis strain	MGJZ9	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
670	115240	SAMN00115240	None	SRS116773	Yersinia pestis strain	MGJZ7	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
671	115239	SAMN00115239	None	SRS116772	Yersinia pestis strain	MGJZ6	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
672	115238	SAMN00115238	None	SRS116771	Yersinia pestis strain	MGJZ3	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
673	115237	SAMN00115237	None	SRS116770	Yersinia pestis strain	MGJZ12	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
674	115236	SAMN00115236	None	SRS116769	Yersinia pestis strain	MGJZ11	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
675	115235	SAMN00115235	None	SRS116768	Yersinia pestis strain	I160001	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
676	115234	SAMN00115234	None	SRS116767	Yersinia pestis strain	G8786	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
677	115233	SAMN00115233	None	SRS116766	Yersinia pestis strain	EV76	None	Generic.1.0	strain: ??	None	Yersinia pestis	None	??	632	None	None	None	None	None	None	None	None	None	None	2012/01/01	2013/06/12	2012/01/01	BGI
